2024-06-19,黄霄雲冲榜歌手2024,https://m.weibo.cn/search?containerid=100103type%3D1%26t%3D10%26q%3D%23%E9%BB%84%E9%9C%84%E9%9B%B2%E5%86%B2%E6%A6%9C%E6%AD%8C%E6%89%8B2024%23&stream_entry_id=31&isnewpage=1&extparam=seat%3D1%26flag%3D1%26filter_type%3Drealtimehot%26pos%3D1%26c_type%3D31%26lcate%3D5001%26cate%3D5001%26stream_entry_id%3D31%26q%3D%2523%25E9%25BB%2584%25E9%259C%2584%25E9%259B%25B2%25E5%2586%25B2%25E6%25A6%259C%25E6%25AD%258C%25E6%2589%258B2024%2523%26dgr%3D0%26band_rank%3D2%26realpos%3D2%26display_time%3D1718774418%26pre_seqid%3D1718774418128022822213,综艺-内地综艺,1016877
2024-06-19,歌手第七期冲榜赛海报,https://m.weibo.cn/search?containerid=100103type%3D1%26t%3D10%26q%3D%23%E6%AD%8C%E6%89%8B%E7%AC%AC%E4%B8%83%E6%9C%9F%E5%86%B2%E6%A6%9C%E8%B5%9B%E6%B5%B7%E6%8A%A5%23&stream_entry_id=31&isnewpage=1&extparam=seat%3D1%26flag%3D1%26realpos%3D9%26pos%3D10%26c_type%3D31%26lcate%3D5001%26band_rank%3D9%26cate%3D5001%26q%3D%2523%25E6%25AD%258C%25E6%2589%258B%25E7%25AC%25AC%25E4%25B8%2583%25E6%259C%259F%25E5%2586%25B2%25E6%25A6%259C%25E8%25B5%259B%25E6%25B5%25B7%25E6%258A%25A5%2523%26dgr%3D0%26stream_entry_id%3D31%26filter_type%3Drealtimehot%26display_time%3D1718771052%26pre_seqid%3D17187710527970192861,综艺,752872.0
2024-06-19,歌手官宣张远冲榜,https://m.weibo.cn/search?containerid=100103type%3D1%26t%3D10%26q%3D%E6%AD%8C%E6%89%8B%E5%AE%98%E5%AE%A3%E5%BC%A0%E8%BF%9C%E5%86%B2%E6%A6%9C&stream_entry_id=31&isnewpage=1&extparam=seat%3D1%26flag%3D1%26filter_type%3Drealtimehot%26pos%3D5%26c_type%3D31%26lcate%3D5001%26cate%3D5001%26band_rank%3D6%26q%3D%25E6%25AD%258C%25E6%2589%258B%25E5%25AE%2598%25E5%25AE%25A3%25E5%25BC%25A0%25E8%25BF%259C%25E5%2586%25B2%25E6%25A6%259C%26dgr%3D0%26realpos%3D6%26stream_entry_id%3D31%26display_time%3D1718785511%26pre_seqid%3D1718785511911027517239,综艺,342150.0
2024-06-19,网传歌手第七期歌单,https://m.weibo.cn/search?containerid=100103type%3D1%26t%3D10%26q%3D%E7%BD%91%E4%BC%A0%E6%AD%8C%E6%89%8B%E7%AC%AC%E4%B8%83%E6%9C%9F%E6%AD%8C%E5%8D%95&stream_entry_id=31&isnewpage=1&extparam=seat%3D1%26flag%3D1%26band_rank%3D30%26filter_type%3Drealtimehot%26pos%3D30%26c_type%3D31%26lcate%3D5001%26cate%3D5001%26q%3D%25E7%25BD%2591%25E4%25BC%25A0%25E6%25AD%258C%25E6%2589%258B%25E7%25AC%25AC%25E4%25B8%2583%25E6%259C%259F%25E6%25AD%258C%25E5%258D%2595%26dgr%3D0%26realpos%3D30%26stream_entry_id%3D31%26display_time%3D1718792550%26pre_seqid%3D171879255016802734206,综艺-内地综艺,233953.0
2024-06-19,歌手,https://m.weibo.cn/search?containerid=100103type%3D1%26t%3D10%26q%3D%E6%AD%8C%E6%89%8B&stream_entry_id=31&isnewpage=1&extparam=seat%3D1%26realpos%3D30%26filter_type%3Drealtimehot%26pos%3D30%26c_type%3D31%26lcate%3D5001%26cate%3D5001%26band_rank%3D30%26q%3D%25E6%25AD%258C%25E6%2589%258B%26stream_entry_id%3D31%26flag%3D1%26dgr%3D0%26display_time%3D1718767350%26pre_seqid%3D17187673505160343734,综艺,190156.0
2024-06-19,张远唱什么,https://m.weibo.cn/search?containerid=100103type%3D1%26t%3D10%26q%3D%23%E5%BC%A0%E8%BF%9C%E5%94%B1%E4%BB%80%E4%B9%88%23&stream_entry_id=31&isnewpage=1&extparam=seat%3D1%26flag%3D1%26realpos%3D28%26filter_type%3Drealtimehot%26pos%3D28%26c_type%3D31%26lcate%3D5001%26cate%3D5001%26q%3D%2523%25E5%25BC%25A0%25E8%25BF%259C%25E5%2594%25B1%25E4%25BB%2580%25E4%25B9%2588%2523%26dgr%3D0%26band_rank%3D28%26stream_entry_id%3D31%26display_time%3D1718806715%26pre_seqid%3D1718806715919022977173,综艺-内地综艺,176437.0
2024-06-19,黄霄雲再来歌手轻舟已过万重山,https://m.weibo.cn/search?containerid=100103type%3D1%26t%3D10%26q%3D%23%E9%BB%84%E9%9C%84%E9%9B%B2%E5%86%8D%E6%9D%A5%E6%AD%8C%E6%89%8B%E8%BD%BB%E8%88%9F%E5%B7%B2%E8%BF%87%E4%B8%87%E9%87%8D%E5%B1%B1%23&stream_entry_id=31&isnewpage=1&extparam=seat%3D1%26flag%3D1%26filter_type%3Drealtimehot%26pos%3D36%26c_type%3D31%26lcate%3D5001%26cate%3D5001%26band_rank%3D36%26q%3D%2523%25E9%25BB%2584%25E9%259C%2584%25E9%259B%25B2%25E5%2586%258D%25E6%259D%25A5%25E6%25AD%258C%25E6%2589%258B%25E8%25BD%25BB%25E8%2588%259F%25E5%25B7%25B2%25E8%25BF%2587%25E4%25B8%2587%25E9%2587%258D%25E5%25B1%25B1%2523%26stream_entry_id%3D31%26realpos%3D36%26dgr%3D0%26display_time%3D1718803346%26pre_seqid%3D171880334669407426236,综艺,146586.0
2024-06-20,歌手歌单,https://m.weibo.cn/search?containerid=100103type%3D1%26t%3D10%26q%3D%E6%AD%8C%E6%89%8B%E6%AD%8C%E5%8D%95&stream_entry_id=31&isnewpage=1&extparam=seat%3D1%26flag%3D1%26realpos%3D1%26filter_type%3Drealtimehot%26pos%3D0%26c_type%3D31%26lcate%3D5001%26cate%3D5001%26q%3D%25E6%25AD%258C%25E6%2589%258B%25E6%25AD%258C%25E5%258D%2595%26dgr%3D0%26band_rank%3D1%26stream_entry_id%3D31%26display_time%3D1718857368%26pre_seqid%3D17188573680150343513,音乐-华语音乐,1663083.0
2024-06-20,苏醒曾预言张远上歌手,https://m.weibo.cn/search?containerid=100103type%3D1%26t%3D10%26q%3D%23%E8%8B%8F%E9%86%92%E6%9B%BE%E9%A2%84%E8%A8%80%E5%BC%A0%E8%BF%9C%E4%B8%8A%E6%AD%8C%E6%89%8B%23&stream_entry_id=31&isnewpage=1&extparam=seat%3D1%26flag%3D1%26band_rank%3D31%26filter_type%3Drealtimehot%26pos%3D32%26c_type%3D31%26lcate%3D5001%26cate%3D5001%26q%3D%2523%25E8%258B%258F%25E9%2586%2592%25E6%259B%25BE%25E9%25A2%2584%25E8%25A8%2580%25E5%25BC%25A0%25E8%25BF%259C%25E4%25B8%258A%25E6%25AD%258C%25E6%2589%258B%2523%26dgr%3D0%26stream_entry_id%3D31%26realpos%3D31%26display_time%3D1718850852%26pre_seqid%3D1718850852190014508228,综艺-内地综艺,184795.0
2024-06-20,韩红将参加歌手2024,https://m.weibo.cn/search?containerid=100103type%3D1%26t%3D10%26q%3D%23%E9%9F%A9%E7%BA%A2%E5%B0%86%E5%8F%82%E5%8A%A0%E6%AD%8C%E6%89%8B2024%23&stream_entry_id=31&isnewpage=1&extparam=seat%3D1%26flag%3D1%26realpos%3D31%26pos%3D32%26c_type%3D31%26lcate%3D5001%26band_rank%3D31%26cate%3D5001%26q%3D%2523%25E9%259F%25A9%25E7%25BA%25A2%25E5%25B0%2586%25E5%258F%2582%25E5%258A%25A0%25E6%25AD%258C%25E6%2589%258B2024%2523%26dgr%3D0%26stream_entry_id%3D31%26filter_type%3Drealtimehot%26display_time%3D1718871926%26pre_seqid%3D171887192670401831024,暂无,170878.0
